,ano,Bandeira,Funcao,Emitidos,Ativos,Transacoes,vl_Transacoes,trimestre
1576,2014,MasterCard,Crédito,4931150,3098654,89811183,13280672123.82,4
1577,2014,American Express,Crédito,154658,86442,2251270,1369552660.7,3
1578,2019,Elo,Débito,11515179,5187788,96443720,5867665601.0,1
1579,2011,VISA,Crédito,2642095,1266256,7929726,679370298.15,1
1580,2015,VISA,Crédito,496382,252297,4069645,1335352224.74,3
1581,2014,American Express,Crédito,625418,380372,12296740,1980103007.71,1
1582,2015,MasterCard,Débito,416532,116851,1772768,235837667.06,2
1583,2018,MasterCard,Débito,107059364,38295289,842807530,49829867256.39,1
1584,2012,VISA,Débito,1197872,489536,7086193,775095752.57,3
1585,2017,VISA,Débito,309623,178051,4428412,458611611.8,1
1586,2013,VISA,Débito,228331,127132,2397916,229090416.69,2
1587,2023,VISA,Pré-Pago,947635,85935,3945025,437807833.48,4
1588,2017,American Express,Crédito,431852,269141,9057392,1762511285.05,3
1589,2018,Outras,Débito,3277910,1596161,36367627,3073263514.65,3
1590,2022,MasterCard,Débito,1946405,675311,14561768,1028656288.49,4
1591,2023,MasterCard,Pré-Pago,193063,94851,2451507,153629772.32,1
1592,2019,MasterCard,Crédito,21748906,14094232,249001800,23588059870.46,1
1593,2011,Diners Club,Crédito,1329,791,13589,3566019.81,2
1594,2012,Bandeira própria,Débito,1419059,347932,1974182,129277974.98,4
1595,2022,VISA,Débito,683512,369462,11857794,1197950232.76,3
1596,2011,MasterCard,Crédito,57930,25066,633030,245799606.94,4
1597,2023,Elo,Débito,170146054,31490676,613028767,36685898976.91,1
1598,2019,Bandeira própria,Crédito,4581875,2377922,5826192,448254673.57,1
1599,2014,MasterCard,Crédito,8099327,3440506,34750098,3238059369.36,1
1600,2023,Elo,Pré-Pago,60246744,4384117,14361285,643970792.67,3
1601,2013,Outras,Crédito,984363,264589,97345,62898342.73,4
1602,2011,Bandeira própria,Crédito,614150,173906,879333,68178341.44,3
1603,2017,Diners Club,Crédito,150,77,778,158589.06,2
1604,2014,VISA,Crédito,618719,441097,26817751,4438973956.53,2
1605,2023,Elo,Crédito,163571,85227,3130265,473406392.1,2
1606,2011,MasterCard,Crédito,34789598,15694283,135744922,12018666456.08,3
1607,2016,Elo,Crédito,195313,36390,169786,21990996.55,4
1608,2023,Elo,Débito,108670,82821,436696,48226629.0,3
1609,2014,MasterCard,Débito,2222942,766469,12027738,727687762.12,3
1610,2013,Outras,Débito,3264170,1300167,31203228,2104050946.54,4
1611,2018,American Express,Crédito,1195012,905378,3923831,480878913.13,2
1612,2019,VISA,Crédito,1105008,721044,16622651,4092860320.28,2
1613,2011,VISA,Débito,129007584,39928463,459540451,26268402423.71,4
1614,2017,VISA,Crédito,4849916,3680477,153505788,19461244987.37,1
1615,2020,MasterCard,Crédito,127725,71336,977365,313823838.22,2
1616,2011,MasterCard,Débito,2394584,747471,8439488,437672929.53,2
1617,2011,Bandeira própria,Débito,1375304,318223,1875776,118156170.31,4
1618,2017,Outras,Débito,3238861,1434076,30883205,2623723405.84,2
1619,2021,MasterCard,Pré-Pago,90,19,88,4274.33,2
1620,2014,VISA,Crédito,19766164,9965634,159470500,13611845266.67,1
1621,2022,VISA,Crédito,24275918,11854718,232257176,22576276641.25,4
1622,2018,MasterCard,Pré-Pago,992,721,1009,179808.3,2
1623,2016,Bandeira própria,Crédito,599862,182129,1796551,178446464.19,4
1624,2020,VISA,Crédito,573243,288947,2622860,893139540.7,3
1625,2013,VISA,Crédito,4443164,2940089,96929310,12389648034.29,1
1626,2017,MasterCard,Pré-Pago,131591,4859,0,0.0,3
1627,2017,MasterCard,Crédito,5315714,4043282,150181071,20402460042.49,4
1628,2014,MasterCard,Crédito,10070284,6509174,116720062,15192871668.22,4
1629,2013,VISA,Débito,1491860,902530,20605086,1548015801.5,2
1630,2013,American Express,Crédito,629054,445050,10979587,1697637328.69,1
1631,2023,MasterCard,Débito,447472,321716,10452221,795712085.48,3
1632,2012,VISA,Débito,1260150,708309,13018089,940468540.32,1
1633,2023,Elo,Pré-Pago,57320432,4462341,15829794,707240834.99,2
1634,2021,Elo,Crédito,2061677,977539,15370639,1794903390.6,4
1635,2016,MasterCard,Débito,110578123,36956782,699245086,41320573888.56,3
1636,2020,VISA,Crédito,5042655,763862,8856041,1095582397.49,2
1637,2022,Elo,Crédito,503594,282292,6130762,1716949054.49,2
1638,2016,Elo,Crédito,17001,10768,6533,111916560.9,3
1639,2012,VISA,Débito,1234530,514789,7943884,912052935.68,4
1640,2011,MasterCard,Crédito,15626252,9035342,96867765,8959137660.81,1
1641,2018,Bandeira própria,Débito,1384472,428605,3838547,234642863.97,2
1642,2015,Elo,Crédito,661651,144276,1075727,73193280.05,2
1643,2019,American Express,Crédito,826495,581840,12513040,1764959863.54,4
1644,2017,Diners Club,Crédito,3,3,53,20868.36,2
1645,2023,Hipercard,Crédito,399,16,80,10387.99,4
1646,2017,VISA,Crédito,512207,272207,5066209,1376985565.89,3
1647,2013,American Express,Crédito,124824,34792,873288,185189066.69,4
1648,2018,MasterCard,Crédito,1218000,991078,66085816,12461096275.51,2
1649,2017,MasterCard,Débito,97,97,689,117523.5,3
1650,2022,American Express,Crédito,77420,58953,1372556,1211734329.63,3
1651,2012,VISA,Crédito,1945870,765986,9610970,3616555213.33,2
1652,2019,Bandeira própria,Crédito,9408464,5956662,15121005,1974059529.46,3
1653,2014,VISA,Crédito,3034506,664929,5724370,586990954.37,1
1654,2017,American Express,Crédito,58186,19923,640574,172475772.59,2
1655,2023,MasterCard,Pré-Pago,3149041,1406831,15889208,647428351.91,1
1656,2018,Elo,Crédito,392067,159991,3017900,611393186.96,3
1657,2021,MasterCard,Crédito,153078,82430,3066282,1282202003.25,4
1658,2016,VISA,Débito,5976093,2878670,64404320,4300418935.7,4
1659,2012,Outras,Crédito,2135241,136452,458362,68585339.05,4
1660,2022,Elo,Crédito,516056,311457,6474656,1867319339.36,4
1661,2019,Elo,Crédito,4871072,2322657,37939931,4251432289.07,4
1662,2021,VISA,Débito,10780262,5963296,139265650,9778096778.43,2
1663,2021,Bandeira própria,Crédito,1598596,528985,3018618,560678462.07,4
1664,2022,VISA,Débito,3451217,1155221,34671688,2862679106.97,1
1665,2020,VISA,Crédito,1470101,857343,20817087,4939837589.48,1
1666,2013,Outras,Débito,3125133,1241226,26441801,1646012320.97,1
1667,2023,VISA,Crédito,3725381,2299876,44073617,13624807296.43,4
1668,2020,Outras,Crédito,271520,179051,107088,27072757.49,3
1669,2017,Diners Club,Crédito,50,29,252,60637.38,4
1670,2011,VISA,Débito,170766,91412,1839944,184512070.03,4
1671,2015,VISA,Crédito,3072823,587021,6448665,702769518.32,2
1672,2023,VISA,Crédito,6175241,4199784,242486020,46830604574.03,2
1673,2013,MasterCard,Crédito,3762128,2212951,59782661,8182207223.3,2
1674,2019,MasterCard,Crédito,124446,91365,2859761,945907382.59,1
1675,2014,American Express,Crédito,162333,87937,2266684,1453390595.15,2
1676,2014,Elo,Crédito,69791,24297,186451,65853624.11,4
1677,2020,VISA,Débito,1792967,1129668,38048746,3205279154.03,1
1678,2015,MasterCard,Crédito,5080699,3187357,88760594,12837030566.49,1
1679,2015,MasterCard,Crédito,1014977,544510,8179586,2006418715.53,2
1680,2019,MasterCard,Débito,972466,522752,11964014,773085345.92,1
1681,2016,Elo,Crédito,5741210,2227352,26413476,1877421460.11,3
1682,2014,VISA,Débito,3023,3023,3689,230876.4,4
1683,2023,VISA,Crédito,606433,352352,6604444,2904882133.27,3
1684,2021,Elo,Débito,26626,6126,97928,8602330.38,2
1685,2012,American Express,Crédito,12593,5690,142024,13457776.85,1
1686,2021,MasterCard,Débito,1136150,351881,8585920,641504113.96,1
1687,2015,VISA,Débito,1489484,836009,19554399,1458596426.52,3
1688,2021,Bandeira própria,Crédito,16915368,5080845,12142025,1859970804.79,3
1689,2015,Elo,Débito,33098384,10919762,94227524,5518753134.58,2
1690,2014,MasterCard,Débito,2183762,697910,13468212,860810394.57,4
1691,2018,MasterCard,Pré-Pago,50871,48142,67445,13469874.79,1
1692,2018,MasterCard,Crédito,31317015,11905511,177576975,17951966781.69,3
1693,2023,MasterCard,Pré-Pago,125319,18926,81732,3500070.36,2
1694,2023,Elo,Débito,33555339,11109331,306697350,17441848077.05,1
1695,2019,Bandeira própria,Crédito,10483512,6891482,16816182,2749393099.74,4
1696,2015,American Express,Crédito,1373549,835293,21016042,2035816391.8,3
1697,2011,MasterCard,Débito,122215,61213,535787,45012849.67,2
1698,2023,VISA,Débito,2505606,880795,19735442,2439049675.45,2
1699,2020,Elo,Crédito,24343,13605,45669,128290896.04,4
1700,2021,Elo,Crédito,3148359,1271659,23223646,2952548263.64,3
1701,2022,VISA,Crédito,15018990,11340932,386867096,55692500139.54,3
1702,2015,Diners Club,Crédito,271914,235793,4369004,745271322.22,4
1703,2020,MasterCard,Pré-Pago,177295,8137,200810,16843897.79,1
1704,2018,MasterCard,Crédito,1312743,1067297,72444082,13609858824.64,3
1705,2015,MasterCard,Crédito,941929,549429,8511494,2101470563.26,4
1706,2022,MasterCard,Débito,629,355,123763,11634810.61,2
1707,2015,American Express,Crédito,162035,88154,2431819,1437940592.24,4
1708,2019,VISA,Crédito,5220486,3684225,197766699,24382137093.81,3
1709,2012,VISA,Crédito,491888,237803,3009959,1224280163.65,1
1710,2014,VISA,Débito,282607,157764,3044416,306091687.56,2
1711,2018,MasterCard,Pré-Pago,990,717,2020,424258.56,3
1712,2013,MasterCard,Débito,442374,120207,1486539,179715198.7,1
1713,2015,VISA,Crédito,1863611,898477,13467029,4703925846.54,2
1714,2013,MasterCard,Débito,117654188,34754927,470019356,26594291796.73,2
1715,2013,Diners Club,Crédito,807,284,4564,1057907.9,4
1716,2017,VISA,Débito,337966,195516,5277132,554788049.54,4
1717,2022,Elo,Débito,155355222,29216314,480315194,28071887726.33,3
1718,2012,American Express,Crédito,175340,87426,2104727,1242177368.55,4
1719,2019,VISA,Pré-Pago,729,492,6180,622412.85,2
1720,2021,Elo,Débito,53547,46786,342529,19868511.86,4
1721,2011,MasterCard,Crédito,2803602,1647855,41472992,5504158329.46,2
1722,2012,VISA,Débito,8546571,3766128,46151709,2605406051.01,1
1723,2020,MasterCard,Débito,120861605,41516229,1077431702,72960742344.04,3
1724,2017,MasterCard,Pré-Pago,7020,3325,127098,4787016.36,2
1725,2023,VISA,Débito,2601382,880145,22579892,2673685213.76,3
1726,2015,Outras,Crédito,1639833,364824,121644,86792469.44,1
1727,2019,VISA,Débito,78,16,85,1846.28,4
1728,2018,MasterCard,Débito,4681,107,12217,13303539.11,4
1729,2021,VISA,Débito,138973006,49015946,1084166935,74604064269.32,4
1730,2013,MasterCard,Crédito,7743815,3298911,35903355,3300127114.53,3
1731,2018,VISA,Pré-Pago,2880467,1847447,618796,347488429.92,4
1732,2016,VISA,Débito,10458,10458,14791,997500.22,1
1733,2021,VISA,Débito,446350,141909,1553335,83923178.43,3
1734,2018,Outras,Débito,3269962,1567295,34939310,2998342268.58,2
1735,2019,MasterCard,Crédito,38107396,12532500,187502884,18409656004.43,1
1736,2023,Elo,Débito,1119875,386026,8635035,1206127755.89,1
1737,2016,MasterCard,Débito,1382688,569501,13065325,861507493.63,4
1738,2016,American Express,Crédito,148435,84764,2631625,1379060696.55,4
1739,2020,Elo,Débito,853295,336780,8343174,1230981672.07,4
1740,2020,Elo,Crédito,4476775,2680485,45467320,5108436399.51,4
1741,2021,Outras,Crédito,174227,101247,78985,20887549.58,3
1742,2018,Bandeira própria,Crédito,584442,156045,2129159,198790092.68,3
1743,2021,VISA,Pré-Pago,8968073,1659646,31394618,1565341479.51,1
1744,2021,MasterCard,Pré-Pago,47921,32028,139277,59206656.52,2
1745,2016,VISA,Crédito,7146287,5215082,126063966,15571496675.48,1
1746,2015,MasterCard,Crédito,45743,24727,1051291,416001628.59,3
1747,2012,MasterCard,Débito,2659187,734735,11473536,677448093.05,4
1748,2016,MasterCard,Débito,222419,116047,1681266,164946423.27,2
1749,2021,Outras,Crédito,201787,156900,89998,22458137.16,1
1750,2021,American Express,Crédito,79551,59836,943462,524014583.8,3
1751,2022,MasterCard,Crédito,30167376,11302678,175543110,21585830316.61,3
1752,2013,VISA,Crédito,532639,240781,4262128,1464128937.35,2
1753,2020,VISA,Débito,8883452,4990433,109052436,7863003190.66,3
1754,2022,MasterCard,Débito,127781666,48549694,1222357086,81607627269.81,4
1755,2022,VISA,Débito,177328605,46049042,1147014927,75968889131.45,4
1756,2013,VISA,Crédito,1982227,877779,12183935,4469944980.85,3
1757,2017,Elo,Crédito,426701,161782,2070060,461248439.1,1
1758,2012,Diners Club,Crédito,757,384,7283,2151059.71,1
1759,2020,Elo,Débito,42703523,17004261,437168088,28948444336.14,4
1760,2021,Elo,Débito,190446455,67003336,943992770,57773643218.21,3
1761,2021,MasterCard,Pré-Pago,64,19,154,2575.59,3
1762,2017,MasterCard,Débito,1303912,582511,12182344,783594223.61,1
1763,2014,VISA,Crédito,4398269,2940050,124062017,14829716717.48,1
1764,2015,VISA,Crédito,532436,257670,4015326,1301063735.04,2
1765,2022,American Express,Crédito,510051,407974,14034825,4006639648.29,2
1766,2011,MasterCard,Crédito,5338260,3580977,60519248,7613061554.47,3
1767,2020,VISA,Crédito,29754677,10973007,178195722,15901388666.88,4
1768,2015,VISA,Débito,1488933,828067,18632743,1391779730.28,2
1769,2017,American Express,Crédito,643526,378729,7463854,954822863.37,4
1770,2018,VISA,Débito,1233375,834813,23501396,1757990305.12,1
1771,2015,MasterCard,Débito,109850642,36217242,588445422,35242750725.55,1
1772,2021,MasterCard,Débito,20317478,11666631,114747115,4852627256.68,3
1773,2021,VISA,Crédito,1871537,1060407,28867581,7984830762.92,3
1774,2014,VISA,Crédito,18898488,9765831,165758025,15697485336.21,4
1775,2022,Elo,Crédito,4411663,2678673,49595903,9027378872.34,3
1776,2015,Outras,Crédito,623535,249464,2807594,348968951.07,3
1777,2012,VISA,Crédito,7953126,5119450,104422229,13000903340.25,3
1778,2011,Hipercard,Crédito,8393198,5048847,52034085,5659441769.99,4
1779,2021,MasterCard,Débito,610839,418200,9834918,775288217.31,2
1780,2022,VISA,Crédito,14916924,11308102,402261444,58952919071.19,4
1781,2018,Elo,Crédito,22359,13844,16021,108765421.1,1
1782,2018,VISA,Débito,87358,87358,1276333,104415579.31,4
1783,2016,Diners Club,Crédito,255383,224578,4028924,653961449.98,1
1784,2018,VISA,Débito,1725430,1137542,39103660,3161753119.09,3
1785,2019,VISA,Pré-Pago,1753916,258179,1319668,863371182.38,4
1786,2022,Bandeira própria,Débito,21080,6588,52449,6289700.2,4
1787,2013,MasterCard,Débito,199899,98370,1219821,125035918.0,4
1788,2019,American Express,Crédito,485662,387777,11575521,2596395504.01,2
1789,2011,American Express,Crédito,678121,408084,9208346,1354966896.56,3
1790,2016,MasterCard,Pré-Pago,119538,4396,0,0.0,4
1791,2019,Elo,Crédito,8689,4652,70939,10700940.52,4
1792,2020,VISA,Crédito,5343636,987480,14478189,1845589779.05,4
1793,2020,VISA,Pré-Pago,2518864,314769,1539695,1074851042.03,3
1794,2017,VISA,Pré-Pago,144948,5993,0,0.0,3
1795,2015,MasterCard,Crédito,5442408,3582519,111067802,16271478923.94,4
1796,2020,Hipercard,Crédito,3060812,2410219,38286928,5764352374.36,2
1797,2018,Elo,Crédito,4696491,2352476,50343294,4150619058.24,4
1798,2018,MasterCard,Débito,110452142,41627616,1066892670,64324575999.17,4
1799,2022,VISA,Débito,143074754,47864422,1095048161,71716606298.69,3
1800,2023,Bandeira própria,Pré-Pago,708553,708552,763035053,1075218825.52,1
1801,2017,MasterCard,Débito,429658,253506,7003217,546518822.22,4
1802,2018,VISA,Pré-Pago,224026,217611,484880,134393577.2,3
1803,2012,VISA,Crédito,4291753,2831192,93381512,11899676428.93,3
1804,2022,Bandeira própria,Crédito,19377285,4559623,15323568,2461450196.83,2
1805,2015,American Express,Crédito,16,5,590,36397.08,2
1806,2015,Outras,Crédito,1072926,286709,2705127,357749677.47,1
1807,2021,VISA,Crédito,13777766,8566046,202058407,25166941178.77,1
1808,2011,VISA,Débito,155634,86205,1635174,153411831.13,2
1809,2019,VISA,Débito,1276130,827668,25090115,1841285994.5,1
1810,2021,VISA,Débito,1470946,542853,18221561,2431429630.69,2
1811,2015,Elo,Débito,27121694,4526306,92694453,5016494902.0,4
1812,2018,MasterCard,Crédito,1140719,924440,60038007,11613809235.82,1
1813,2018,MasterCard,Crédito,1419557,1070876,13915287,3278794618.34,4
1814,2017,VISA,Débito,1017551,525736,11035199,1367914424.16,1
1815,2014,VISA,Crédito,28536821,14198462,163134573,13419296047.13,1
1816,2017,MasterCard,Débito,878025,515008,11454676,890388091.12,2
1817,2023,MasterCard,Pré-Pago,8078677,3805873,122275948,5891814498.62,4
1818,2019,Outras,Débito,3441546,1772483,40247657,3308618020.67,2
1819,2013,MasterCard,Crédito,14605853,8852430,132116414,13805698778.04,4
1820,2022,American Express,Crédito,131,116,6238,5409977.55,2
1821,2017,VISA,Crédito,1121846,730079,12775190,2987844330.79,1
1822,2020,MasterCard,Crédito,2083866,1637119,77033534,14602933957.58,2
1823,2015,VISA,Crédito,19371955,10040110,162437953,15073681717.81,1
1824,2016,VISA,Débito,312483,176860,4055912,410887785.39,2
1825,2017,American Express,Crédito,659631,397042,7701428,973303718.66,3
1826,2022,Elo,Crédito,3428476,2081345,60303273,6682098354.01,1
1827,2020,American Express,Crédito,423759,292440,7807916,2034272459.32,3
1828,2014,MasterCard,Débito,206504,102289,1210205,120424033.54,1
1829,2023,VISA,Crédito,620387,357165,6528533,3190410998.56,4
1830,2015,Hipercard,Crédito,7909278,4735318,55737998,6726261378.74,2
1831,2019,VISA,Débito,104745684,29473263,557766600,36550970602.86,2
1832,2021,Elo,Crédito,505686,265229,5382890,1364172183.2,3
1833,2013,Elo,Débito,22334,558,5450,739836.02,4
1834,2017,VISA,Pré-Pago,149310,5720,0,0.0,4
1835,2016,Bandeira própria,Pré-Pago,84039,30106,274650,22821486.24,4
1836,2018,VISA,Pré-Pago,3483161,2931077,2546124,263881944.89,2
1837,2021,VISA,Crédito,24659271,11944514,232970674,20871958368.6,4
1838,2023,Elo,Débito,207678019,42191384,944798799,54635424097.12,3
1839,2023,Elo,Crédito,543639,356996,7902810,2888556864.67,4
1840,2016,MasterCard,Crédito,32287775,13861420,172709487,17798657759.54,4
1841,2022,VISA,Débito,4541047,1497640,44585291,3590879900.4,4
1842,2019,VISA,Pré-Pago,5288743,541920,1653735,96801020.46,4
1843,2019,Elo,Crédito,3587637,2076149,29271720,2607434496.76,1
1844,2017,American Express,Crédito,58186,20666,775134,206429391.88,1
1845,2019,American Express,Crédito,19879,13314,567059,254109092.88,4
1846,2014,Elo,Débito,12904006,2572141,43522255,2188325877.9,2
1847,2022,MasterCard,Débito,961584,621391,17606170,1368961778.04,4
1848,2012,VISA,Crédito,4035055,2591066,85421846,10746780783.69,1
1849,2023,VISA,Pré-Pago,14455966,3897458,63061745,3441153113.33,4
1850,2016,MasterCard,Débito,1089944,519614,9836078,756886977.36,2
1851,2023,Elo,Crédito,2903746,969820,19041031,2218723315.86,1
1852,2014,MasterCard,Crédito,35507362,14514330,158188324,15958518450.22,4
1853,2017,MasterCard,Crédito,11261235,7942587,175650861,19367317752.39,2
1854,2017,Elo,Crédito,612103,229833,3552786,355211241.8,4
1855,2022,Elo,Débito,43253416,16765102,422333752,26306231353.54,3
1856,2015,VISA,Crédito,25444295,13157453,164176180,13407755131.38,2
1857,2019,MasterCard,Crédito,1585635,1189907,16206947,3668597192.96,2
1858,2011,VISA,Débito,1300712,706163,12246100,874350218.91,2
1859,2022,MasterCard,Crédito,15770848,12268895,455844214,57738716365.74,3
1860,2014,VISA,Débito,2016,2016,2085,218824.0,3
1861,2018,VISA,Crédito,862499,589789,12492415,2938811456.68,1
1862,2014,American Express,Crédito,33,14,816,66447.96,3
1863,2021,Outras,Crédito,29686,19524,96658,14846123.93,1
1864,2018,MasterCard,Pré-Pago,7211,5126,76690,14597614.1,2
1865,2020,Elo,Crédito,25358,22378,1071754,169844188.52,1
1866,2018,MasterCard,Crédito,1147202,871942,10465290,2365435769.97,1
1867,2016,Hipercard,Crédito,6278925,4171235,54457754,6841959314.76,3
1868,2022,MasterCard,Débito,1716365,636709,13230065,956021090.07,2
1869,2016,American Express,Crédito,81819,26245,841125,208519253.41,1
1870,2021,Elo,Crédito,1870411,1232532,13668752,1485527079.09,3
1871,2014,Elo,Crédito,17049,5676,44078,29402961.8,2
1872,2015,MasterCard,Crédito,34644289,12858852,158050600,15105398483.86,2
1873,2014,VISA,Débito,1559354,950062,26966220,2254366894.15,4
1874,2019,American Express,Crédito,898376,649580,12928615,1812846607.1,2
1875,2019,VISA,Crédito,4185334,400838,7023536,918597706.71,1
1876,2019,American Express,Crédito,487289,392051,12396392,2959365564.04,1
1877,2019,MasterCard,Pré-Pago,433855,150121,2217986,122630171.57,4
1878,2018,VISA,Débito,4867475,2588693,57720585,3747266827.2,3
1879,2012,VISA,Crédito,494787,235621,3705508,1392200968.67,3
1880,2023,MasterCard,Crédito,101750454,29628128,326588488,32167769649.05,2
1881,2019,MasterCard,Crédito,38803156,12817336,203211956,19660594453.78,2
1882,2013,MasterCard,Débito,116427303,35399825,569846514,34448535123.69,4
1883,2020,MasterCard,Débito,668464,164463,2881831,221129534.29,1
1884,2020,MasterCard,Crédito,31160062,11549672,143163198,15283518637.79,2
1885,2017,MasterCard,Débito,1860,130,5482,772088.81,4
1886,2021,VISA,Pré-Pago,3059,1827,30722,3755726.64,2
1887,2020,Elo,Pré-Pago,10682508,3289229,27211406,1329099972.79,4
1888,2019,MasterCard,Crédito,15926059,5700287,75539796,6808639577.45,3
1889,2016,Diners Club,Crédito,215564,195537,4035982,672087968.12,4
1890,2021,VISA,Crédito,11764694,7719145,282307290,42611930732.06,4
1891,2017,VISA,Débito,5448601,2971073,58700997,3788122740.5,2
1892,2015,MasterCard,Débito,1029813,492606,8767376,673045118.1,2
1893,2020,VISA,Pré-Pago,1192,1192,15034,1486561.71,2
1894,2015,MasterCard,Crédito,526154,368213,19172254,3706786053.67,1
1895,2021,MasterCard,Crédito,48934164,22168416,407836736,46380939360.36,2
1896,2014,American Express,Crédito,16,10,762,43479.2,4
1897,2018,VISA,Débito,1243888,833656,24301975,1762010046.21,2
1898,2016,MasterCard,Crédito,5658790,3755153,117432659,16025923623.92,2
1899,2014,Elo,Crédito,4058023,1294172,9977878,553609210.1,1
1900,2013,VISA,Débito,1393063,798665,18635862,1404203197.29,4
1901,2019,VISA,Pré-Pago,974,711,12481,1075868.75,3
1902,2020,MasterCard,Pré-Pago,485118,167965,2357891,129224492.81,1
1903,2022,VISA,Pré-Pago,4427,2208,39761,4982622.56,3
1904,2022,American Express,Crédito,72604,54156,1183967,1006081434.9,4
1905,2011,American Express,Crédito,679045,399071,8571917,1270923671.05,2
1906,2014,Diners Club,Crédito,510,346,4376,936748.61,4
1907,2014,Elo,Crédito,4660700,1547607,12169487,694990685.24,3
1908,2023,MasterCard,Pré-Pago,6535076,3171182,92374564,4286878809.75,2
1909,2021,Bandeira própria,Pré-Pago,533099,423893,870810734,1421289733.57,3
1910,2017,VISA,Crédito,912733,601394,13014021,3088296341.77,4
1911,2019,VISA,Pré-Pago,305682,110124,2033348,172469150.57,1
1912,2012,VISA,Crédito,31474888,15866372,151536387,11380963732.94,3
1913,2018,MasterCard,Crédito,5418521,4289165,180147921,24170666994.55,4
1914,2015,American Express,Crédito,16,7,667,36041.13,1
1915,2016,Diners Club,Crédito,3,2,7,2538.61,2
1916,2021,MasterCard,Crédito,12888900,10057325,407812704,51595285292.02,4
1917,2022,American Express,Crédito,185,164,10650,8362594.28,3
1918,2022,VISA,Crédito,4956349,3681657,198374946,40837701334.79,4
1919,2015,VISA,Débito,7595591,3666770,59887357,3724126102.2,3
1920,2018,Outras,Crédito,38309,4888,43977,6764259.67,4
1921,2017,Outras,Crédito,17,5,7,2466.76,4
1922,2017,VISA,Crédito,6023787,4587573,131118879,15605861185.97,2
1923,2012,VISA,Débito,171626,93614,1796869,177472352.95,1
1924,2018,Bandeira própria,Pré-Pago,263460,70932,54620,1683210.64,1
1925,2017,Bandeira própria,Crédito,677017,187503,1611532,153002818.13,1
1926,2017,MasterCard,Crédito,15229332,10160989,158940931,15307143859.71,1
1927,2018,VISA,Crédito,848103,571619,12868913,3027626163.97,2
1928,2023,VISA,Pré-Pago,6012,2504,43976,5733548.8,1
1929,2016,Bandeira própria,Crédito,643033,185145,1522094,146061326.19,1
1930,2016,Bandeira própria,Débito,1579903,455979,3032269,183868136.5,2
1931,2012,Hipercard,Crédito,8261616,5022489,48197209,5147223328.95,2
1932,2023,MasterCard,Débito,1597906,805453,14614225,1024941869.61,4
1933,2023,MasterCard,Crédito,2126707,516366,12804408,817933652.64,2
1934,2021,VISA,Pré-Pago,10016347,2293684,47957009,2277386073.18,2
1935,2016,American Express,Crédito,16,0,294,10806.56,4
1936,2018,VISA,Crédito,22144685,10504608,131799991,10209701634.77,2
1937,2014,Bandeira própria,Débito,1509342,374846,2340423,146275265.7,3
1938,2016,American Express,Crédito,553675,340056,13940562,2201574863.1,2
1939,2018,MasterCard,Pré-Pago,7390,3743,144650,5789144.87,3
1940,2017,Elo,Crédito,5066389,2314327,37423290,2907405074.76,4
1941,2011,MasterCard,Débito,130843,62381,578409,48106689.84,3
1942,2020,VISA,Pré-Pago,195268,942,0,0.0,3
1943,2016,VISA,Débito,309061,174798,4531054,488044961.04,4
1944,2018,Hipercard,Crédito,4585116,3316963,58301141,7757931147.87,3
1945,2012,Bandeira própria,Débito,1400380,334175,1505979,83576708.78,3
1946,2012,Outras,Débito,3059089,1229844,29048969,1855352758.16,4
1947,2020,MasterCard,Crédito,139598,73623,1972942,618615967.76,4
1948,2017,American Express,Crédito,148355,82595,2635771,1394600561.42,3
1949,2011,Cheque Eletrônico,Débito,2405006,738552,120981,11030374.79,2
1950,2014,Diners Club,Crédito,13,9,68,14584.43,3
1951,2017,American Express,Crédito,780980,478331,14239325,1498932002.15,2
1952,2023,VISA,Crédito,23227732,14217034,294473034,35008450846.2,1
1953,2015,VISA,Débito,1569905,966947,25306873,2069510649.6,1
1954,2020,MasterCard,Débito,301181,126945,2033799,246055359.47,4
1955,2021,MasterCard,Débito,351979,142334,2860681,302665085.54,4
1956,2015,Cheque Eletrônico,Débito,526638,337159,1410,682209.43,2
1957,2017,MasterCard,Crédito,54299,32373,1129333,423993488.87,1
1958,2011,VISA,Crédito,318227,228059,13047661,2028468303.43,2
1959,2023,VISA,Débito,2046522,1210516,48620389,4179431122.7,3
1960,2023,MasterCard,Pré-Pago,252494,116808,3096776,193724865.19,2
1961,2019,VISA,Crédito,1063500,711066,15153019,3861097364.52,1
1962,2019,Outras,Crédito,935791,216850,223481,42016868.58,4
1963,2021,Elo,Crédito,507197,268219,5866848,1548717139.49,4
1964,2012,MasterCard,Débito,171357,82333,957189,93411436.76,4
1965,2016,VISA,Crédito,656624,486045,36272554,6080997213.88,4
1966,2020,VISA,Pré-Pago,2499,1594,28099,3034352.68,4
1967,2020,Elo,Crédito,25057,14393,36725,107512874.04,1
1968,2019,MasterCard,Débito,219540,114595,2161971,221259849.89,4
1969,2018,Elo,Crédito,4978408,2285008,37589536,2993242620.18,1
1970,2022,VISA,Pré-Pago,4210,2196,38839,5161115.42,2
1971,2018,Diners Club,Crédito,156777,143505,2768009,443518146.42,4
1972,2020,MasterCard,Crédito,126996,82230,2669066,875131748.15,1
1973,2017,Bandeira própria,Pré-Pago,63031,18265,159824,10716594.63,3
1974,2022,MasterCard,Pré-Pago,168818,82738,2064691,137063893.62,4
